Nama,Komentar,Waktu,Likes,Reply Count
@chowfoxs034,"Gw gk tau di perkuliahan kaya gimana(karena gk ada kesempatan kuliah)tp joki udh ada dari dulu(dulu namanya kalo gk slh jasa suruh/jasa tulis skripsi),biasanya yg jadi joki dulu di kota gw op warnet banyak yg jadi joki skripsi(kebanyakan pengakuannya karena males nulis/ngetik)jadi materinya dari mereka kita yg ngerjaiin😅  dan gk ada namanya garansi skripsi lu di tolak ya duit lu gk balik dan jadi joki itu kalo gk slh gk ada hukumnya soalnya ya kalo salah/di tolak sama dosen lu gk bisa lulus(jadi kasarnya kaya lu main judol pas saldo lu banyak duitnya di bawa kabur,mau lapor penipuan yg slh lu sendiri ngapa main judol😂) jadi duitnya lumayan jadi joki",2024-07-26T14:34:28Z,0,0.0
@hanso7537,kalo tugas 7 di arsitekture mungkin susah tapi kita jadi jadi aja ya kurang tidur aja seperti semua sepuh di arsi hahahah,2024-07-26T14:33:30Z,0,0.0
@feburizu1212,"kalo gw sih setuju sama joki, biar di masa depan negara ini semakin hancur, semuanya bego lalu di bom nuklir dan musnah huahahaha",2024-07-26T14:33:20Z,2,0.0
@FJRSY11,"Bukan Sekolah aja bisa balik, masa Rabu Dota nggak",2024-07-26T14:33:13Z,0,0.0
@kodenemu867,"gw ngejoki bang, krna gw gblok, dan d paksa s2 sama bokap, pdhl gw g mw, tp ttp d paksa, jd demi mempermudah otak gw yg wktu s1 udh gblok lama bgt selesaiin smpe rambut rontok krna setres revisi salah mulu, jd gw persingkat dgn joki demi kewarasan hidup yg penuh paksaan ini.

silahkan d bully generasi ""emas"" ini",2024-07-26T14:32:57Z,0,1.0
@danielpsrb,brapa harga joki nya,2024-07-26T14:36:03Z,0,
@rafi4199,Speachless gw anjir lah,2024-07-26T14:32:51Z,0,0.0
@lordn4864,"gw adalah seorang penjoki (spesifik joki statistik/olah data). menurut gw joki tu emang salah, akan tetapi gak semua joki itu juga masuk kategori salah. menurut gw ada beberapa kasus kayak misal : lu kuliah jurusan dokter, waktu skripsi lu butuh bantuan buat bagian olah data, menurut gw joki di bagian itu aja si fine2 aja, toh kebanyakan dosen malah nyuruh mhs bimbingannya buat nyari orang yang bisa bantuin olah data pakek software yang tidak dia kuasai. Diluar hal tsb, menurut gw joki salah",2024-07-26T14:31:17Z,1,0.0
@MoskusMoskiferus1611,Aku yang Kuliah tetapi takut kalau sudah lulus mau melakukan apa jadi sengaja diperlama dan bolak-balik Semester alias menjadi Donatur Kampus 💀,2024-07-26T14:30:19Z,1,0.0
@JGVRP,3:29 awokwokwokwok Bimble di samakan JOKI,2024-07-26T14:29:37Z,0,0.0
@rupawanidaman599,"Orang orang yg joki skripsi ini juga calonnya yg bakal mengisi posisi² penting kan ya, kek dosen akademisi, dokter, pengacara, hakim, pejabat, dll. Bayangkan betapa sejahteranya negara ini",2024-07-26T14:29:12Z,21,2.0
@MoskusMoskiferus1611,Sejahtera Kegelapannya,2024-07-26T14:33:13Z,2,
@rianrangga8256,Sejahtera untuk menyesengsarakan rakyat sih,2024-07-28T02:09:29Z,0,
@ZeronimeYT,"Semoga yg ngedukung Joki Skripsi klo mereka sakit, dokter yg di dapat mereka adalah dokter yg lulus kuliah pake Joki ",2024-07-26T14:28:55Z,4,0.0
@haikhalrahman9488,keren juga ya kalau skripsi di jadiin buku 🤩,2024-07-26T14:28:36Z,0,0.0
@rizputri1167,"3:22 bimbel sama joki aja gk bisa bedain, payah",2024-07-26T14:28:36Z,1,1.0
@Rikiyaa_,"dari namanya aja udah jelas anjir
BimBel = Bimbingan Belajar
harusnya ngerti definisi nya dong wkwkwk memang otaknya udah gak ada itu manusia 😂",2024-08-11T12:07:19Z,0,
@hermangoranov3196,"Menit 5. Joki emang ada yang jadi pembimbing tambahan(ga semua). Ga usah ngomongin skripsi. Guru sd smp sma aja kadang ga bisa jelasin ilmunya secara detail, makanya ada bimbel. 
Logika lu kontradiksi. Gw emang ga pake joki saat skripsi. Tapi di menit2 awal lu bilang bimbel perlu untuk belajar tambahan, itu salah.
PADAHAL, Bimbel itu untuk mengulangi kerjaan ga becus guru/sistem. 
Materi yang musti diajarkan sama kok, disebut pelajaran tambahan darimana dasarnya? Itu cuma kata2 cantik/halus untuk menjaga kegagalan sistem/guru. 
Sama  seperti joki tertentu untuk pembimbing skripsi. Nyuruh ngulang/pindah kuliah/dosen pembimbing karena kesalahan ada di pihak mereka? 😂",2024-07-26T14:28:08Z,0,0.0
@khalidhidayat2157,"Di Indonesia belum ada peraturan eksplisit yang ngelarang joki, tapi biasanya pelaku2 Joki tuh bisa dikenakan pasal pemalsuan surat, ada di Pasal 263 KUHP lama atau Pasal 391 UU 1/2023(KUHP Baru). Joki juga biasanya dianggap melakukan tindakan plagiarisme (karena bukan dia yang bikin sendiri si mahasiswa yang nyewa cuman jiplak si tukang joki yang bikin), dan ini dilarang dalam UU 20 tahun 2003 tentang Sistem Pendidikan Nasional. Pasal 25 ayat (2) UU Sisdiknas mengatur kalau gelar akademik dapat dicabut jika terbukti menjiplak. Pasal 70 UU Sisdiknas lebih lanjut menyatakan pelaku penjiplakan bisa kena hukuman pidana hingga dua tahun penjara atau denda Rp200 juta. Pelanggaran ini juga bisa dikenai sanksi administratif (ada di  Pasal 17 ayat (1) Permendikbudristek 39/2021), kaya pembatalan nilai, ijazah, atau pemberhentian status mahasiswa.

(Source : Hukumonline.com)

Tapi kembali lagi kalau pelaku Joki nih ternyata orang-orang yang punya backingan kuat atau berpengaruh, almost impossible for Indonesian Law to touch them.",2024-07-26T14:28:01Z,0,0.0
@oresanjou7203,"Izin share pengalaman bro, gwe dulu salah satu yang selalu menentang Joki tugas Kuliah, tetapi setelah pertangahan semester. Oh Damn Tugas Akhir banyak banget yang g kekejar, begadang tiap hari selama 1 minggu, dan akhirnya gwe memutuskan joki 1/SATU tugas akhir. Yahh... gw tertolong dengan itu.  Dan selama kuliah sampe lulus gwe hanya Joki tugas akhir 1 itu😀",2024-07-26T14:27:26Z,2,0.0
@NoMoreseraphimaether,Joki peti mati?,2024-07-26T14:27:14Z,0,0.0
@ragnaroklabyrinthnftawpgem5165,"Malah diumbar, klo ada apa2, soalnya joki skripsi petingginya para pejabat😅

Hati2 yah bang, tkut kenapa2 takut kna ancaman ?😢😢😢",2024-07-26T14:26:13Z,0,0.0
@DihKogAkuGaming,"""Ijazah hanya tanda orang pernah sekolah, bukan tanda orang pernah berfikir""

Rocky Gerung",2024-07-26T14:25:59Z,0,0.0
@amayadeonisia,"Pernah kepikiran mau pake joki pas ada tugas VFX, tapi nanti kepikiran kalo di suruh tunjukin cara bikin nya cuma bisa ngang ngong ngang ngong akhirnya di paksa bikin sendiri dan sekarang nilai ku C-. Uwaw aku bangga dengan skill ku",2024-07-26T14:25:41Z,1,0.0
@vanzqtb,Bayangin lu pada di Bedah badan nya pake tutorial youtube☠️,2024-07-26T14:24:14Z,0,0.0
@andrewlee1829,"Bang, kan ini mirip sama wilayah amerika latin ya, dimana senjata, seks bebas, narkoba, dinormalisasi oleh masyarakat sana. Dimana kalo lu jadi org baik, lu ga narkobaan, ga seks bebas, ga megang senjata, berarti lu oknum dimasyarakat 😂… gitu ga sih. Kan awalnya bermula dari mulai menormalisasi hal2 kayak jokian gini. Jujur banget gw ga pernah jokian, temen2 gw dari 100% yg gw kenal 95% nya joki, dan gw baru lulus di semester 10, alhasil ya gw sering diceramahi, bahkan di kata katain tuh sama org tua, (lu gblk bener ga mau joki, TEMEN2 LU UDAH PADA JOKI ,MASA LU ENGGA?!? DASAR TLL) itu kata org tua gw 😂… dan gw tetep teguh ga joki jokian, alhasil lulus di sms 10 dikatain bego sama temen2 dan tulalit, tapi its okay lah wkwkwkkw",2024-07-26T14:23:30Z,1,0.0
@2Pay,Finally bukan sekolah comeback,2024-07-26T14:23:27Z,0,0.0
@yuzuru3907,"Ntar buka jg joki kuliah ,udah terima title doang",2024-07-26T14:23:23Z,0,0.0
@translator-kun,"Temen gw malah ada yang joki makalah sampe 100k+ anjir, mana taunya dia salah ambil materi. Gk ngotak sih kek cuman makalah loh bisa lah kerjain beberapa hari doang. Klo gw sih nggak pake joki sayang uang aja sih 100k bisa buat makan 3 hari, lagian klo tugas doang mah yang penting selesai seadanya biar nilai gk bolong aowkwkkw",2024-07-26T14:21:45Z,0,0.0
@agusdananjaya2202,"Banyak sekali mahasiswa sekarang yang suka/terpaksa kuliah sambil kerja sehingga biar gak tipes mereka pakai joki. Solusinya 1) Jangan ada loker yang minta pengalaman kerja segudang untuk usia usia freshgraduate, sehingga siswanya mau fokus belajar. 2) Seleksi dosen berkualitas ditingkatkan (skripsi dari chat gpt kok bisa acc?). 3) Kegiatan kampus yang ga guna di hilangin aja. 4) Biaya kuliah yang ngotak. 5) Pengawasan akademik yang ketat dan pelayanan akademik yang tidak berbelit belit.",2024-07-26T14:20:45Z,17,7.0
@SovereignXc,Mau Loker yang syarat gampang kok di negara over populasi.,2024-07-26T17:15:17Z,1,
@agusdananjaya2202,"@@SovereignXc 1) Karena kita anak ortu yang dulu belum over populasi, tapi sebenarnya gak terlalu over populasi juga, orangnya yang suka ngumpul di satu daerah aja dan menolak ngembangin daerah yang belum berkembang. 2) Loker pengalaman kerja 4 tahun, tapi maksimal usia 25 tahun, jadi harus kuliah sambil kerja minimal 1 tahun, (ada target besar + sistem yang buta akan kecurangan = penurunan integritas)",2024-07-26T19:59:56Z,1,
@nyunyutharto1086,"Tidak juga bisa diselesaikan dgn hal demikian itu. Banyak alasan orang berkompromi dgn sistem Joki. Dunia kerjapun sama.
Pokok masalah utama, tidak ingin susah / 
Malas. Target yg tak sanggup di kerjakan proporsional dengan kemampuan. Sistem pengupahan / award dari kerja / tugas pada akhirnya tidak membuktikan apa apa karena tetap harus belajar terus walaupun sudah lulusan lembaga ternama sekalipun. Cuma masalahnya di skripsi itu yang seharusnya di tekankan mengukur bagaimana orang di ajari dan mampu mendiskripsikan ulang, atau kemampuan mendiskripsikan apa yang ada di pikirannya. Soal salah atau bener ya di gunakan samplenya. 
Beda praktikum pula seseorang harus mampu mendelivery pengertian / pemahamannya dalam kerja.
Kemudian di haruskan itu yang di ukur. Sehingga maksud kompetensi tercapai.

Dalam praksis kebanyakan orang di anggap tidak bisa bukan karena tidak mampu mengerjakan tugas, tetapi tidak mengenali perintah dr tugas yang di maksudkan, peguasaan istilah / bahasa. Karena itu perubahan bahasa umum seharusnya di minimalisir (karena istilah akan jadi hambatan pertama dalam mengerjakan tugas.",2024-07-27T00:42:31Z,3,
@cata_m.alvaroarisyaputera6720,"@@agusdananjaya2202 pernah denger konsep pendidikan vokasional? itu kalo minta maksimal 25 tahun, dengan pengalaman kerja 4 tahun,  yang diarepin ya orang lulus sekolah, udh lgsg kerja, mereka cari orang punya pengalaman, bukan fresh lagi",2024-07-27T10:36:14Z,0,
@agusdananjaya2202,"@@cata_m.alvaroarisyaputera6720 iya, tapi lokernya minta sarjana",2024-07-27T10:44:00Z,0,
@alfonsussavadipta8620,"Ya tergantung kerja apa dulu, ada studio Ubud cuma butuh skill, dll",2024-07-27T13:46:55Z,0,
@afrizal46162,"no 2 dan no 5 itu kontra bg
uang kuliah itu buat gaji dosen , gaji dosen ptn fg 2 jutaan bg , sama tunjang tunjang 3 jutaan , kalo uda sertifikasi baru 6 juta
trus kerja dosen ngapain  ? tri dharma bg 
setelah ngajar harus meneliti , juga harus buat pengabdian masyarakat , administrasinya banyak
trus mau di kasi kuliah murah ?
mana bisa bg, makanya dosen itu selalu cari side job
akibatnya kualitas mahasiswa abal abal, alat lab dan prasarana pendidikan itu dari uang kuliah

kembalikan aja jaman dlu , kuliah bagi yg mau dan mampu
kalo mau nga mampu disediakan besiswa
jadi kalo mau kuliah ada upaya lebih, jngn di manja , malas nanti

contoh aja malaysia , gausa jauh jauh, gaji dosen di sana 12 juta minimum , profesor bsi 80 juta sebulan
uang kuliah nya mahal, 2 x indo, kualitas mahasiswanya ? bagus-integritas , nga mampu kuliah drop out , bukan kasian suru buat surat pernyataan",2024-07-28T07:15:54Z,0,
@rahmathidayat-zj9mb,Joki sekolah termasuk melanggar hukum gak sie,2024-07-26T14:20:41Z,0,0.0
@palpinn_6823,"saya malu wak, kocak bet pemikirannya....",2024-07-26T14:20:11Z,1,0.0
@-DwiRizalSetiawan,"Skripsiku bikin prangkat iot dengan bantuan teori chatt gpt/gemini😅 tapi ngerakit sendiri alatnya, cuman skema dll dari gpt dan berhasil jadi alatnya dan running well😅",2024-07-26T14:18:54Z,0,0.0
@JTHSNT,"aku yang kalo dah deket UAS banyak projek besar bisa sampe 6 projek dalam 1,5 minggu tetep ku kebut sampe ga ada waktu santai meski weekend, bangun -  nugas - tidur, tpi santai aja libur panjang abis itu",2024-07-26T14:18:27Z,0,0.0
@alimahfud269,Di bidang apapun itu joki adalah tolak ukur seberapa tidak layak seseorang mengemban tugas atau tanggung jawab yang harusnya dia selesaikan.,2024-07-26T14:17:54Z,3,0.0
@firdaus2856,"Profesor: "" tolong buatkan inovasi ya AI profesor mau healing dulu""

AI.          : ""Baik tuan""",2024-07-26T14:16:01Z,0,0.0
@joinakunid,Kalau males kerja bisa pake joki gak?,2024-07-26T14:15:16Z,0,0.0
@deluziion,Generasi indonesia emas 2045,2024-07-26T14:14:38Z,0,0.0
@pengemisonline5498,akhirnya bukan sekolah kembali hahaha,2024-07-26T14:14:38Z,0,0.0
@avoreoflegend193,"jujur aku juga menggunakan joki tp aku makek joki di hal yang memang menurutku bukan akan ku fokuskan, misal aku ambil kuliah jurusan SI dengan konsentrasinya adalah game dan multimedia. lalu ada matakuliah yang tidak lulus dan bisa di tebus dengan memilih mata kuliah lintas jurusan atau memilih ulang (dalam kasus ini kelasnya penuh untuk memilih ulang matkulnya) jadi aku milih matkul di jurusan SK seperti jaringan, nah di matkul itu lah aku pake joki (kalo emng lg males ngerjain) meski pada akhirnya salah ku bisa tidak lulus matkunya dan joki itu tetap salah, tp jika di ibaratkan maling maka aku bakal maling rumah orang kaya dan korup untuk aku bagi kembali uangnya ke org. intinya aku joki milih milih dulu dan berdasarkan situasi juga, misal aku ada di kampung karena ada upacara adat dan tidak bisa ku skip dan kebetulan pas kuliah itu dikasi tugas hari itu juga, sedangkan aku masih bantu ortu atau di situasi dimana aku tidak bisa membuat tugas tersebut, karena itu aku perlu joki buat ngerjain tugasku biar gk ada pengurangan nilai. but still joki itu salah tp kalo udh kepepet ya ku rasa tidak masalah.",2024-07-26T14:14:14Z,0,0.0
@Gilang865,"Alhamdulillah gk pernah joki, menurut gw kuliah 3,5 tahun yakali joki 🙃 terus apa gunanya gw kuliah selama itu ngerjain skripsi aja gk bisa",2024-07-26T14:13:31Z,1,0.0
@kirito7343,"Gw ga menyalahkan orang yang pake joki 100% salah, 

Jadi gini Gw kuliah di jurusan informatika, tugas kampus atau projek kampus Alhamdulillah nya gw kerjain semua tanpa ada joki sekalipun, gw kenal sama beberapa orang yang dia tuh bukan fashion nya masuk nih jurusan tp Karena beberapa alesan mereka ttp maksain di jurusan ini, nah pernah suatu projek mereka yang udah di kerjain mati Matian malah korup karena laptop nya jatuh alhasil ilang semua tuh projek, sedangkan deadline presentasi nya itu 4 hari lagi, yaudah kewalahan dan akhir nya minta joki, dan yaap betul, gw yang handel, tp dengan syarat mereka juga harus paham apa yang gw kerjain,
 ibarat nya dokumentasi nya mereka harus pahamin terkait nih projek, jadi yaa ga masalah kan, ilmu nya mereka dapat dan duit nya jg gw dapat, klo di kasus di atas gw rasa joki masih bisa di benarkan, tapi kalo udah menyangkut skripsi atau tugas akhir lain nya yang ada copyright nya, itu sangat tidak di benarkan dan sebuah kejahatan dalam dunia pendidikan.


8:30 agak kurang tepat kalo setiap lulusan mahasiswa harus skripsi, karena beberapa jurusan itu ga cocok di pakai skripsi, misal nya D1-D4 yang mereka lebih ke praktisi dibandingkan jadi teoritis, itu bakal kesulitan sih, atau jurusan jurusan Teknik itu kurang cocok juga, lagian skripsi mahasiswa apalagi s1 tuh bukan kaya disertasi para prof yang bisa mengubah dunia, biasa aja yang penting kelar aja, dari pada mikirin skripsi yang hyperbola tapi malah jadi semester 2 digit.",2024-07-26T14:13:06Z,5,0.0
@harvinadninhidayat9299,"pernah gw ngeluh saat ngerjain tugas besar kuliah, gw ngeluh ke keluarga gw, terus kakak malah nyuruh gw buat joki

no joki joki, malah bikin tolol",2024-07-26T14:13:04Z,0,0.0
@user-hf4dk3gb9n,"DENGERIN

Ane dulu ngejoki tp ane berhenti, krna sadar coeg, ngapain anying bantuin mereka, bodo amat mereka g lulus, g butuh duit dr anak2 manja orang kaya bego yg hidupnya nyusahin..",2024-07-26T14:12:58Z,0,0.0
@enddarking,"Walau gw itu orang yang malas mengerjakan tugas-tugas kuliah, tetapi gw memandang joki dan pemakai joki sangat rendah apalagi joki itu hanya bisa copypaste yang ada di google. gw gak masalah nilai tugas rendah karena bisa memahami kesalahan dan bisa menjawab pertanyaan dosen tentang nilai tugas rendah. Daripada lu joki yang tidak paham kesalahan dan kebenarana nilai tugasmu, seperti kamu dipermainkan sama si joki.",2024-07-26T14:11:35Z,2,1.0
@enddarking,"Teman gw pernah dijokiin makalahnya oleh orang lain. Nilai tugas makalahnya dapat paling rendah dari satu kelas, sebagian besar satu kelas dibawah rata-rata. Gw tahu makalah yang dibuat itu dari Chatgpt. Beruntungnya Dosen itu tidak mempertanyakan darimana dia mendapatkan link-link website karya tulis yang dicantumkan.",2024-07-26T14:16:35Z,1,
@valencyatanaya,"perasaan dulu aku kuliah (jurusan DKV) tugasnya jg seabrek2 deh, ga ada pake joki2.. tidur ga tidur pagi udh hrs ngampus lg. ngeliat temen kos yg jurusan arsitek jg gitu, sama parahnya tugas2nya. auk anak jaman skrg cemen2",2024-07-26T14:10:30Z,5,1.0
@jhontaker6,Iya pacar gw aja sering ga tidur kadang tidur jam 7 pagi kalo kuliah siang atau sorenya dia juga arsi. Tapi ya di laku2in aja tuh ngerjain sendiri juga emg dasarnya kadang males aja sih makanya joki,2024-07-27T01:07:18Z,0,
@bryanmark0319,Bangg wibu itu ancaman bumi,2024-07-26T14:07:52Z,1,1.0
@MoskusMoskiferus1611,Apalagi ini,2024-07-26T14:27:58Z,0,
@sashimitrashes,Gua dulu wkt sma diminta temen sekelas (orgnya emg suka cabut2an) ngerjain tugas uprak dan gua dibayar. Trs nyokap tau kalo gua kek gitu lgsg dinasehatin uang haram segala macem. Emg sih uang yg didapetin kagak berkah bgt berasa kek lewat aja gitu gaada manfaatnya ke gua wkwkw. Semenjak itu gua ga berani kek gitu lagi.,2024-07-26T14:07:25Z,0,0.0
@LicaLawliet,"Sekmen yang bagus, sekarang mana Filsafat Menjawab, Rabu Cringe, Meme Indonesia dan Rabu Dota 😡",2024-07-26T14:07:01Z,0,0.0
@lirsa2123,"Di kampus gua ada kelas non-skripsi, tapi di ganti tugas akhir yang mirip projects besar tapi di jadin kelas gitu.

 tapi sebelum itu kelas skripsi jg ada(Semster 8) dan ku dah coba dan otak ya blank pusing kagak ke urus dah tuh skripsi, karena ndak paham mau di gimana in alhasil lari ke magang 😂 Tambah pusing lagi,

Dan untuk joki gua aja ndak ada kenalan atau temen yang bisa kayak gitu ya wasalam intinya dah, sampai otak mikir ""ku salah jurusan kah, atau kok pelajaran ndak ada yang masuk/ paham gua"" begitu, 

Untung ada kesempatan ke 2(non-skripsi)buat lulus, dan  bahkan aku aja mending mikir ""dulu dari pada kuliah kenapa ndak belajar atau bimbel aja skill yang ku ingin gitu"" bahkan pas magang aja aku ditanyain "" skill lu yang dipelajari di kuliah itu apa sih anjir!!"" Sedih emang kalau pas kuliah awalnya happy jadi mahasiswa tiba2 ndak paham apa2 di akhir semester.",2024-07-26T14:06:56Z,0,0.0
@InginBebas,"Contoh sdm hasil joki skripsi

""Kominfo""",2024-07-26T14:05:37Z,1,0.0
@mihsan9590,"generasi (C)emas 2045 wkwkwk, sekelas anak kuliah gabisa bedain joki dengan bimbel, atau joki dengan pembantu rumah tangga. tolol lu maksimal men wkwk ",2024-07-26T14:05:04Z,0,0.0
@DhanZ.-,"Ada bang pengalaman saya ama calon maba daftar, dia dengan sadar langsung nanya buat langsung lulus berapa harganya. Pas saya bilang gak bisa dan jelasin langsung kena ghosting, disitu saya langsung mikir apa sepenting itu gengsi buat cepet-cepet bergelar sampe sebegitu nya.....",2024-07-26T14:05:03Z,2,0.0
@riuriuriu2062,"Yg pakai joki itu sebenernya karena dy insecure. Gk percaya diri sm kemampuannya. Betapa pun sibuknya, kl dy percaya diri dlm time managementnya plus punya passion di bidang yg dipelajari, gk akan sih pakai joki. Hurting pride sih kl menurut opiniku yah. Se gk mampu itukah makanya pakai joki? XD",2024-07-26T14:05:02Z,1,0.0
@-AlvinChandraHadiyanto,"Ganti Rakyat udh paling bener ga guna ganti pemimpin kalo rakyatnya seperti ini (Joki di pendidikan aja dibela).
Indonesia itu negara demokrasi",2024-07-26T14:04:51Z,6,1.0
@afrizal46162," bener bg , rakyat itu karena nga dapat jatah aja nya ribut , gitu dapat diam diam bae",2024-07-28T07:32:16Z,0,
@johaneswijaya3938,5-7 tugas seminggu kebanyakan? Gimana skripsinyang bisa pagi disuruh revisi siangnya dah harus dikumpulin wkwk,2024-07-26T14:04:33Z,1,0.0
@faisal-6980,"Yg skripsi nya dijoki aja masih diragukan kemampuannya, apa lagi yg cuma lususan smk sederajat🥲",2024-07-26T14:04:14Z,0,0.0
@9.6bviews6secondsago8,"Ada juga yang SIMAK UI pake AI, malah lolos dong. Padahal muka sama nomor ujian udah kesebar dimana2 😹

Ini panitia ujian tidak pernah buka sosmed kah?

Saya juga mau kritik keamanan SIMAK UI. Anda ini cuma pakek kamera browser sebagai alat pengawasan. Untuk sekelas UI....
Masih lebih ketat TO UTBK di Kabupaten gw woi.",2024-07-26T14:03:51Z,0,0.0
@anagramhound,"Ga rakyatnya ga wakil rakyatnya mentalnya mental korup, ga heran 😂",2024-07-26T14:03:42Z,0,0.0
@pokekokbacot149,"GENERASI Z GENERASI MENUJU INDONESIA CEMAS🤣,
GENERASI INI GENERASI PALING HANCUR 😂",2024-07-26T14:02:49Z,0,0.0
@nandreans6444,Salah satu universitas yang sering kena stigma adalah UT. Sebagai mahasiswa UT yang beneran belajar gue dan teman2 sering kena stigma negatif gara2 joki.😢,2024-07-26T14:02:28Z,2,0.0
@hio81,"""dok kita dapet pasien geger otak, kita harus operasi sekarang""
""tunggu ya mau liat tutornya di youtube""",2024-07-26T14:02:21Z,2,0.0
@Argem17,"seminggu 5-7 tugas? wait gw liat tugas gw dulu...........
oalah wajar, emg dianya aj MALEZZZZZ, mungkin kejebak di mindset ""nikmati masa muda""",2024-07-26T14:02:12Z,0,0.0
@HaykalGilbran,"Ad kenal cw pas masuk kuliah jalur nyogok bahkan ortunya bangga ngaku nyogok, skripsi juga pamer dijokiin, dll gw lupa jurusannya apa (krna gw g kuliah) pokoknya berhubungan sama komputer atau IT apalah terus udh wisuda.. beberapa bulan abis wisuda dateng kerumah nyari adek gw yg masih SMA mintol cara bikin excel 🙄",2024-07-26T14:02:10Z,0,0.0
@Cihuuuy99,Org yg jujur ngerjain skripsi susah pas ngeliat orng ngejoki skripsi: KONTO-,2024-07-26T14:01:55Z,1,0.0
@KenziAnginPanuluh,Lah guru smp gw buka jasa joki skripsi sama ank nya,2024-07-26T14:01:14Z,0,0.0
@mp_-_,"05:52 yaaap, buat anak teknik kebnykan joki buat belajar.

Emng ada joki yg kerjain dari awal sampe akhir. Ada juga yg joki cuman materi intinya (ini jurusan teknik ya)... Temen gue juga ada yg kasusnya serupa dia punya ide buat A, tapi ternyata tidak sesuai perkiraan dia itu lebih sulit... Dan di tambah dosen minta ini itu.

Catatan mksd dari materi intinya:  misal joki hanya membuat simulasinya tapi isi skrispinya si mahasiswa yg buat... Tetep tidak benar, tapi di dunia kerja itu realitanya dari pada lu harus stuck dan bayar semesteran trus smpe di DO...

Klo lo belajar terus pasti bisa lah .. nah iyaa siapa yg mau ngajarin lo??? Yaa ahlinya lah, masalhnya ahlinya aja yg buka jasa joki... 

Ini pure di jurusan gue aja ya Teknik... Klo kalian jurusan lain saya tidak tauuu",2024-07-26T14:01:06Z,0,1.0
@mp_-_,"Nambahin klo ada yg bilang ya lo ga pantes Sarjana berarti.... Ehhh kuda, lo ga liat persyaratan kerja yang minimal  S1... Gue pernah di batalin interview dan gagal karena BLM S1 (gue masih D3)

Padahal skill gue berani di adu ama dia 🤣🤣🤣",2024-07-26T14:12:46Z,0,
@victorypeople8079,"Pernah ada kakak tingkat yg ngulang matkul, terus dia minta contekan ke temen angkatan gw dan ga dikasih, tahu ga respon kakak tingkat itu apa? dia bilang kalo orang kek temen gw ga bakalan bertahan di dunia kerja",2024-07-26T14:01:05Z,0,1.0
@victorypeople8079,"Tambahan, dan mungkin ini terlalu subyektif, entah kenapa yg kelakuannya kayak kakak tingkat ini pada suka koar² soal politik, ada yang sama?",2024-07-26T14:03:46Z,0,
@Kuronami_aja,Bang gua ngerjain skripsi tapi di bab IV bagian olah data di bantuin temen gua itu termasuk joki gak sih soalnya gua gk paham olah data jadi di bantuin temen gua yg olah datanya,2024-07-26T14:00:38Z,0,0.0
@kaaaydokeeey,"kalo pake analogi Mobile Legend aja kaga ngerti, fix emg pada bloon aja intinya wkwk",2024-07-26T14:00:16Z,0,0.0
@obedariyan,"Aku mau dong joki
kalian bayarin workshop tapi aku yang berangkat workshopnya...
nah kira kira ke gitu joki di kuliah tu...
rugi goblok",2024-07-26T13:59:48Z,0,0.0
@memekanikszanjay,Joki bagusnya untuk game aja sih kalau belajar tugas ya suka cari sendiri ya gak sih😅😊,2024-07-26T13:59:40Z,0,0.0
@Shelfaniel,"ada hukumnya yang ngelarang joki bang, masuk ke UU juga, jadi lingkupnya nasional",2024-07-26T13:58:31Z,0,0.0
@mengokey,bayangin nanti orang penting di negera ini mimpin dengan latar belakang pake joki di tugas/skripsi💀💀,2024-07-26T13:57:06Z,0,0.0
@bebetofandi6431,"Joki Skripsi itu muncul karena ketidaksempurnaan sistem pendidikan kampus, dimana sistem pengkaderan yg senior-nya mengintimidasi junior, dosen2nya kurang skill mengajar yg parah2nya sampe hampir gak ada pengajaran di kelas dengan alasan dia lagi ada proyek gona-gini, belum lagi hampir mustahil ditemui buat asistensi dengan alasan yg sama.

Waktu mahasiswa kebanyakan terbuang percuma dikampus saat ingin belajar tapi malah begitu, yg akhir-nya dilampiaskan dengan nongkrong2 sm teman2nya sampai lupa dengan kewajiban-nya.

Akibat-nya kewajiban yg harus-nya dilakukan dikerjakan dengan cara2 yg ""instan"", salah satu-nya dengan Joki, jadi ya kalo muncul Joki bukan karena tanpa sebab, karena emang ada kesempatan.

Kalo mau lapor masalah ini ke Akademik Kampus, yakin bakal diselesaikan?? Melihat keluh-kesah mahasiswa sih kok pesimis ya. Malah kita gak tahu sedalam apa hubungan para pelaku pengajar & manajemen kampus. Dan parah-nya mahasiswa juga bermental ""budak"" sejak pendidikan SMP-SMA, yg berakibat lebih menerima nasib daripada membenarkan masalah.

Semoga aja Menteri Pendidikan memperhatikan lebih dalam lagi masalah pendidikan, miris lihat kampus2 barat yg terlihat sangat ""berpendidikan"", sehingga mahasiswa sana semangat belajar & berinovasi. 👍",2024-07-26T13:56:41Z,1,1.0
@whammusilvesterado529,"nah ini.. fatal mistake dunia pendidikan kita sekarang

definisi "" dilematis banyak sisi dalam suatu perkara"". krn di kasus perjokian dunia pendidikan itu tak selamanya mahasiswa nya yg salah 100%. krn "" tidak ada kesalahan sepenuhnya selain perbuatan yg dibuat sendiri tampa melibatkan org lain sama sekali""",2024-07-26T14:09:03Z,0,
